id,name,full_name,,repo_name,created_at,updated_at,pushed_at,stargazers_count,has_issues,has_projects,has_downloads,has_wiki,has_pages,forks_count,mirror_url,open_issues_count,Commit,Branch,Release,Contributor,License,owner_id,owner_login,location
50103759,web-service-hardening,lesstif,web-service-hardening,lesstif/web-service-hardening,2016-01-21T11:42:29Z,2017-09-08T12:18:39Z,2017-06-19T04:34:12Z,67,TRUE,TRUE,TRUE,TRUE,FALSE,14,,3,96,2,24,2,MIT,,,Korea
67048120,CodingGirls,lsm1987,CodingGirls,lsm1987/CodingGirls,2016-08-31T15:06:04Z,2017-07-28T08:41:16Z,2017-01-09T13:50:07Z,66,TRUE,TRUE,TRUE,TRUE,FALSE,15,,0,41,1,2,1,MIT,,,Korea
92253100,flybook,rhiokim,flybook,rhiokim/flybook,2017-05-24T05:25:19Z,2017-09-07T21:24:52Z,2017-08-03T11:54:38Z,66,TRUE,TRUE,TRUE,TRUE,TRUE,8,,10,124,4,22,4,MIT,,,Korea
68689584,supervised_infogan,buriburisuri,supervised_infogan,buriburisuri/supervised_infogan,2016-09-20T08:12:25Z,2017-08-22T13:10:11Z,2017-05-16T06:41:55Z,66,TRUE,TRUE,TRUE,TRUE,FALSE,17,,4,3,1,0,15,MIT,,,Korea
95863499,funmath,mingrammer,funmath,mingrammer/funmath,2017-06-30T07:49:23Z,2017-08-10T17:05:58Z,2017-08-09T01:37:41Z,66,TRUE,TRUE,TRUE,TRUE,FALSE,4,,0,31,1,0,5,MIT,,,Korea
53405301,DynamixelSDK,ROBOTIS-GIT,DynamixelSDK,ROBOTIS-GIT/DynamixelSDK,2016-03-08T10:57:49Z,2017-09-08T07:04:07Z,2017-08-31T01:08:39Z,65,TRUE,TRUE,TRUE,TRUE,FALSE,50,,10,285,3,16,8,Apache-2.0,,,Korea
56137357,TweetDeckPlayer,sokcuri,TweetDeckPlayer,sokcuri/TweetDeckPlayer,2016-04-13T09:09:03Z,2017-09-04T05:27:18Z,2017-09-03T07:44:32Z,65,TRUE,TRUE,TRUE,TRUE,FALSE,17,,21,547,4,28,13,MIT,,,Korea
23489115,ARMSCGen,alexpark07,ARMSCGen,alexpark07/ARMSCGen,2014-08-30T10:00:16Z,2017-08-28T15:50:24Z,2017-08-26T04:33:01Z,65,TRUE,TRUE,TRUE,TRUE,FALSE,18,,2,98,3,0,3,GPL-2.0,,,Korea
78100388,awesome-blogs,BenjaminKim,awesome-blogs,BenjaminKim/awesome-blogs,2017-01-05T09:45:21Z,2017-09-06T10:28:25Z,2017-09-10T09:31:52Z,65,TRUE,TRUE,TRUE,TRUE,FALSE,9,,1,207,2,0,2,MIT,,,Korea
43906082,SelectionDialog,kciter,SelectionDialog,kciter/SelectionDialog,2015-10-08T17:37:53Z,2017-08-27T10:20:16Z,2017-09-02T01:19:58Z,65,TRUE,TRUE,TRUE,TRUE,FALSE,11,,0,47,3,10,2,MIT,,,Korea
71129592,MoyaSugar,devxoul,MoyaSugar,devxoul/MoyaSugar,2016-10-17T11:09:05Z,2017-09-04T04:00:30Z,2017-09-08T01:59:15Z,65,TRUE,TRUE,TRUE,TRUE,FALSE,12,,2,65,1,8,6,MIT,,,Korea
29962862,gradle-github-plugin,riiid,gradle-github-plugin,riiid/gradle-github-plugin,2015-01-28T10:41:48Z,2017-08-11T04:55:35Z,2017-04-25T12:27:28Z,64,TRUE,TRUE,TRUE,TRUE,FALSE,8,,6,44,1,7,2,Apache-2.0,,,Korea
59639412,youtube-android-player-helper,JackDinealKIM,youtube-android-player-helper,JackDinealKIM/youtube-android-player-helper,2016-05-25T07:07:58Z,2017-08-07T02:34:18Z,2017-07-27T05:52:44Z,63,TRUE,TRUE,TRUE,TRUE,FALSE,20,,2,26,1,0,2,Apache-2.0,,,Korea
62090161,react-summernote,summernote,react-summernote,summernote/react-summernote,2016-06-27T21:39:23Z,2017-09-08T10:56:58Z,2017-09-01T14:56:42Z,63,TRUE,TRUE,TRUE,TRUE,FALSE,23,,8,43,1,2,5,MIT,,,Korea
56565239,buble-loader,sairion,buble-loader,sairion/buble-loader,2016-04-19T04:42:43Z,2017-09-07T15:08:45Z,2017-05-05T12:23:55Z,63,TRUE,TRUE,TRUE,TRUE,FALSE,18,,4,41,1,8,10,MIT,,,Korea
41566485,nsmc,e9t,nsmc,e9t/nsmc,2015-08-28T19:57:57Z,2017-09-07T13:36:52Z,2017-03-07T15:16:43Z,63,TRUE,TRUE,TRUE,TRUE,FALSE,26,,1,9,1,1,1,Apache-2.0,,,Korea
79986930,BPStatusBarAlert,ppth0608,BPStatusBarAlert,ppth0608/BPStatusBarAlert,2017-01-25T05:48:08Z,2017-08-07T03:39:24Z,2017-03-22T04:39:05Z,63,TRUE,TRUE,TRUE,TRUE,FALSE,6,,4,32,1,5,1,MIT,,,Korea
38745055,awesome-spring-boot,stunstunstun,awesome-spring-boot,stunstunstun/awesome-spring-boot,2015-07-08T09:35:46Z,2017-09-08T14:46:20Z,2017-06-11T06:25:19Z,62,TRUE,TRUE,TRUE,TRUE,FALSE,35,,0,120,1,0,1,Apache-2.0,,,Korea
9358883,meetup,ModernPUG,meetup,ModernPUG/meetup,2013-04-11T00:22:23Z,2017-08-29T01:56:59Z,2017-09-08T02:45:45Z,62,TRUE,TRUE,TRUE,TRUE,FALSE,20,,0,190,1,0,1,AGPL-3.0,,,Korea
75617975,SRCNN-Tensorflow,tegg89,SRCNN-Tensorflow,tegg89/SRCNN-Tensorflow,2016-12-05T11:21:29Z,2017-09-03T14:22:10Z,2017-03-02T01:45:20Z,62,TRUE,TRUE,TRUE,TRUE,FALSE,29,,2,27,1,0,1,MIT,,,Korea
23997097,YousList,yous,YousList,yous/YousList,2014-09-13T15:03:04Z,2017-09-06T04:44:46Z,2017-09-06T04:08:15Z,62,TRUE,TRUE,TRUE,TRUE,FALSE,9,,0,960,1,179,1,MIT,,,Korea
39832985,framework,samchon,framework,samchon/framework,2015-07-28T12:38:14Z,2017-07-17T17:26:30Z,2017-08-23T09:02:01Z,62,TRUE,TRUE,TRUE,TRUE,FALSE,18,,0,341,4,3,1,BSD-3-Clause,,,Korea
3332241,kobuki,yujinrobot,kobuki,yujinrobot/kobuki,2012-02-02T05:27:27Z,2017-09-02T12:01:36Z,2017-04-01T19:43:59Z,62,TRUE,TRUE,TRUE,FALSE,TRUE,74,,20,1352,15,48,15,MIT,,,Korea
33473788,honey,haandol,honey,haandol/honey,2015-04-06T08:47:16Z,2017-08-25T20:00:21Z,2017-08-17T05:36:38Z,61,TRUE,TRUE,TRUE,FALSE,FALSE,18,,0,54,1,2,1,MIT,,,Korea
45903749,smartcrop-android,QuadFlask,smartcrop-android,QuadFlask/smartcrop-android,2015-11-10T10:08:51Z,2017-08-22T11:59:50Z,2017-01-31T08:15:37Z,60,TRUE,TRUE,TRUE,TRUE,FALSE,19,,5,28,1,2,1,LGPL-2.1,,,Korea
73777603,saturn,proin,saturn,proin/saturn,2016-11-15T04:54:55Z,2017-08-19T08:28:37Z,2017-04-24T04:06:06Z,60,TRUE,TRUE,TRUE,TRUE,FALSE,11,,0,167,2,29,4,MIT,,,Korea
50482588,tstl,samchon,tstl,samchon/tstl,2016-01-27T04:55:26Z,2017-08-23T11:16:43Z,2017-09-01T04:33:12Z,60,TRUE,FALSE,TRUE,TRUE,FALSE,10,,0,274,18,13,2,BSD-3-Clause,,,Korea
58048442,N2H4,forkonlp,N2H4,forkonlp/N2H4,2016-05-04T11:57:59Z,2017-09-07T07:55:16Z,2017-08-21T18:02:04Z,60,TRUE,TRUE,TRUE,TRUE,TRUE,37,,1,297,2,0,1,GPL-3.0,,,Korea
94205892,forward-thinking-pytorch,kimhc6028,forward-thinking-pytorch,kimhc6028/forward-thinking-pytorch,2017-06-13T11:31:25Z,2017-07-18T04:20:58Z,2017-06-14T00:48:29Z,60,TRUE,TRUE,TRUE,TRUE,FALSE,6,,0,10,1,0,5,BSD-3-Clause,,,Korea
65238963,RxExpect,devxoul,RxExpect,devxoul/RxExpect,2016-08-08T21:00:48Z,2017-08-30T06:31:51Z,2017-08-09T06:00:40Z,60,TRUE,TRUE,TRUE,TRUE,FALSE,5,,1,107,1,17,1,MIT,,,Korea
26475964,axu4j,hyunjun19,axu4j,hyunjun19/axu4j,2014-11-11T08:26:53Z,2017-07-19T17:00:49Z,2017-03-03T12:16:56Z,60,TRUE,TRUE,TRUE,TRUE,TRUE,15,,0,154,3,8,3,LGPL-2.1,,,Korea
26475307,ioLibrary_Driver,Wiznet,ioLibrary_Driver,Wiznet/ioLibrary_Driver,2014-11-11T08:03:39Z,2017-09-01T09:32:38Z,2017-09-04T03:32:26Z,59,TRUE,TRUE,TRUE,TRUE,FALSE,47,,0,58,3,18,1,GPL-2.0,,,Korea
20631040,spring-trace,holyeye,spring-trace,holyeye/spring-trace,2014-06-09T01:34:11Z,2017-09-08T01:05:56Z,2017-05-18T01:46:37Z,59,TRUE,TRUE,TRUE,TRUE,FALSE,17,,2,26,1,2,1,Apache-2.0,,,Korea
52447399,kotlin-spring-example,arawn,kotlin-spring-example,arawn/kotlin-spring-example,2016-02-24T14:13:26Z,2017-08-20T14:21:09Z,2017-05-19T09:10:28Z,59,TRUE,TRUE,TRUE,TRUE,FALSE,19,,0,7,1,0,1,Apache-2.0,,,Korea
52032975,libreirc,libreirc,libreirc,libreirc/libreirc,2016-02-18T19:32:10Z,2017-05-04T20:24:00Z,2017-03-02T06:58:56Z,59,TRUE,TRUE,TRUE,FALSE,FALSE,5,,15,206,4,0,3,AGPL-3.0,,,Korea
48437670,dcgan_tensorflow,jazzsaxmafia,dcgan_tensorflow,jazzsaxmafia/dcgan_tensorflow,2015-12-22T14:53:11Z,2017-08-12T05:06:51Z,2017-04-17T00:40:21Z,59,TRUE,TRUE,TRUE,TRUE,FALSE,19,,2,16,1,0,4,MIT,,,Korea
91171935,multi-object-tracker,eveningglow,multi-object-tracker,eveningglow/multi-object-tracker,2017-05-13T12:14:19Z,2017-09-08T17:05:33Z,2017-06-28T02:36:40Z,59,TRUE,TRUE,TRUE,TRUE,FALSE,33,,0,5,1,0,1,GPL-3.0,,,Korea
67382094,yay,Jguer,yay,Jguer/yay,2016-09-05T02:41:34Z,2017-09-09T15:01:58Z,2017-09-05T15:04:02Z,58,TRUE,TRUE,TRUE,FALSE,FALSE,6,,16,165,2,7,5,GPL-3.0,,,Korea
89126077,diffmonster,dittos,diffmonster,dittos/diffmonster,2017-04-23T07:54:25Z,2017-08-28T07:35:47Z,2017-07-12T14:02:42Z,57,TRUE,TRUE,TRUE,TRUE,TRUE,2,,6,108,2,0,1,GPL-3.0,,,Korea
18316426,practice,honux77,practice,honux77/practice,2014-04-01T03:23:15Z,2017-09-02T10:24:09Z,2017-09-07T07:13:29Z,57,TRUE,TRUE,TRUE,TRUE,FALSE,12,,0,133,8,0,7,MIT,,,Korea
75397271,pyreportcard,mingrammer,pyreportcard,mingrammer/pyreportcard,2016-12-02T13:18:35Z,2017-08-11T03:04:40Z,2017-08-10T16:53:22Z,57,TRUE,TRUE,TRUE,TRUE,FALSE,9,,6,109,1,0,1,MIT,,,Korea
74014175,armatis,iBluemind,armatis,iBluemind/armatis,2016-11-17T10:01:39Z,2017-04-07T16:13:48Z,2017-01-12T02:01:25Z,57,TRUE,TRUE,TRUE,FALSE,FALSE,5,,0,36,1,3,7,BSD-2-Clause,,,Korea
76531540,DeviceLayout,cruisediary,DeviceLayout,cruisediary/DeviceLayout,2016-12-15T06:43:03Z,2017-08-24T08:27:20Z,2017-05-13T13:45:33Z,57,TRUE,TRUE,TRUE,TRUE,FALSE,6,,1,46,5,4,1,MIT,,,Korea
91157631,MGRelativeKit,magi82,MGRelativeKit,magi82/MGRelativeKit,2017-05-13T07:36:08Z,2017-08-27T08:31:30Z,2017-05-16T17:14:33Z,57,TRUE,TRUE,TRUE,TRUE,FALSE,3,,0,44,1,5,1,MIT,,,Korea
102488440,MediaBrowser,younatics,MediaBrowser,younatics/MediaBrowser,2017-09-05T14:01:32Z,2017-09-11T03:59:16Z,2017-09-11T03:54:34Z,57,TRUE,TRUE,TRUE,TRUE,TRUE,7,,1,209,5,10,6,MIT,,,Korea
101030911,dong_iccv_2017,woozzu,dong_iccv_2017,woozzu/dong_iccv_2017,2017-08-22T06:49:52Z,2017-09-07T11:58:20Z,2017-08-24T08:48:48Z,56,TRUE,TRUE,TRUE,TRUE,FALSE,2,,0,4,1,0,1,MIT,,,Korea
95520335,Interaction-networks_tensorflow,jaesik817,Interaction-networks_tensorflow,jaesik817/Interaction-networks_tensorflow,2017-06-27T05:20:40Z,2017-08-29T02:26:53Z,2017-07-10T01:33:58Z,56,TRUE,TRUE,TRUE,TRUE,FALSE,9,,1,29,1,0,1,MIT,,,Korea
10915330,controldlna,Nutomic,controldlna,Nutomic/controldlna,2013-06-24T17:43:27Z,2017-06-07T13:47:55Z,2017-06-11T13:31:11Z,55,FALSE,TRUE,TRUE,FALSE,FALSE,29,,12,175,1,14,12,BSD-3-Clause,,,Korea
35827335,KOMORAN,shin285,KOMORAN,shin285/KOMORAN,2015-05-18T15:53:54Z,2017-09-07T10:22:03Z,2017-07-18T16:08:09Z,55,TRUE,TRUE,TRUE,TRUE,FALSE,17,,8,140,5,20,1,Apache-2.0,,,Korea
65962383,petal,shakrmedia,petal,shakrmedia/petal,2016-08-18T03:32:49Z,2017-08-20T02:20:29Z,2017-08-01T05:21:19Z,55,TRUE,TRUE,TRUE,FALSE,TRUE,5,,2,379,1,15,2,MIT,,,Korea
4407774,moniwiki,wkpark,moniwiki,wkpark/moniwiki,2012-05-22T14:23:14Z,2017-07-25T04:32:26Z,2017-05-09T13:21:32Z,55,TRUE,TRUE,TRUE,TRUE,FALSE,15,,8,4259,5,9,12,GPL-2.0,,,Korea
76232805,React-UMG,ncsoft,React-UMG,ncsoft/React-UMG,2016-12-12T07:32:30Z,2017-08-17T09:59:56Z,2017-08-17T01:24:29Z,55,TRUE,TRUE,TRUE,TRUE,FALSE,12,,0,32,1,1,1,MIT,,,Korea
94962941,age-and-gender-classification,eveningglow,age-and-gender-classification,eveningglow/age-and-gender-classification,2017-06-21T04:31:09Z,2017-09-10T05:18:57Z,2017-06-24T14:56:40Z,55,TRUE,TRUE,TRUE,TRUE,FALSE,15,,2,8,1,0,1,GPL-2.0,,,Korea
52489811,mt7610u-linksys-ae6000-wifi-fixes,xtknight,mt7610u-linksys-ae6000-wifi-fixes,xtknight/mt7610u-linksys-ae6000-wifi-fixes,2016-02-25T02:15:03Z,2017-09-11T02:14:50Z,2017-09-10T00:56:51Z,54,TRUE,TRUE,TRUE,TRUE,FALSE,24,,15,39,3,0,6,GPL-3.0,,,Korea
10286962,unity-googledrive,midworld,unity-googledrive,midworld/unity-googledrive,2013-05-25T16:52:37Z,2017-09-05T04:06:32Z,2017-09-05T03:08:40Z,54,TRUE,TRUE,TRUE,TRUE,TRUE,19,,7,81,1,0,4,Apache-2.0,,,Korea
31265076,phalcon-cron,SidRoberts,phalcon-cron,SidRoberts/phalcon-cron,2015-02-24T14:58:21Z,2017-09-05T21:58:52Z,2017-01-05T02:51:21Z,54,TRUE,TRUE,TRUE,TRUE,FALSE,18,,3,21,2,1,1,MIT,,,Korea
23871888,scalajs-angular-todomvc,greencatsoft,scalajs-angular-todomvc,greencatsoft/scalajs-angular-todomvc,2014-09-10T11:23:17Z,2017-07-28T15:53:16Z,2017-06-18T10:02:58Z,54,TRUE,TRUE,TRUE,TRUE,FALSE,17,,3,42,3,0,3,Apache-2.0,,,Korea
85323146,pathnet,jaesik817,pathnet,jaesik817/pathnet,2017-03-17T14:52:28Z,2017-09-04T16:29:18Z,2017-07-10T01:35:32Z,54,TRUE,TRUE,TRUE,TRUE,FALSE,13,,0,103,2,0,1,MIT,,,Korea
10268448,glew-cmake,Perlmint,glew-cmake,Perlmint/glew-cmake,2013-05-24T14:44:20Z,2017-08-30T06:13:49Z,2017-04-08T06:53:46Z,53,TRUE,TRUE,TRUE,TRUE,FALSE,23,,1,1176,3,30,1,MIT,,,Korea
90543117,Fast-Face-android,gicheonkang,Fast-Face-android,gicheonkang/Fast-Face-android,2017-05-07T15:37:49Z,2017-09-10T12:37:32Z,2017-05-26T01:02:51Z,53,TRUE,TRUE,TRUE,TRUE,FALSE,20,,0,25,1,0,1,Apache-2.0,,,Korea
61807409,unity-scene-web-exporter,if1live,unity-scene-web-exporter,if1live/unity-scene-web-exporter,2016-06-23T13:30:10Z,2017-09-08T19:06:59Z,2017-07-31T20:50:01Z,53,TRUE,TRUE,TRUE,TRUE,TRUE,13,,5,51,2,0,7,MIT,,,Korea
61611248,turtlebot3,ROBOTIS-GIT,turtlebot3,ROBOTIS-GIT/turtlebot3,2016-06-21T07:14:22Z,2017-09-06T01:37:33Z,2017-08-22T04:24:59Z,53,TRUE,FALSE,TRUE,FALSE,FALSE,26,,4,200,3,4,5,Apache-2.0,,,Korea
78116197,vue-component-generator,ChangJoo-Park,vue-component-generator,ChangJoo-Park/vue-component-generator,2017-01-05T13:42:25Z,2017-09-09T11:50:14Z,2017-07-09T12:18:41Z,53,TRUE,TRUE,TRUE,TRUE,TRUE,10,,0,19,2,0,3,MIT,,,Korea
85187349,eslint-config-naver,naver,eslint-config-naver,naver/eslint-config-naver,2017-03-16T11:15:50Z,2017-08-25T00:14:16Z,2017-08-10T09:03:41Z,53,TRUE,TRUE,TRUE,TRUE,FALSE,10,,5,33,1,1,2,MIT,,,Korea
20286430,KWDrawerController,kawoou,KWDrawerController,kawoou/KWDrawerController,2014-05-29T07:51:19Z,2017-09-05T17:21:01Z,2017-06-16T13:41:44Z,53,TRUE,TRUE,TRUE,TRUE,FALSE,7,,2,55,12,13,1,MIT,,,Korea
27421592,XEIcon,xpressengine,XEIcon,xpressengine/XEIcon,2014-12-02T07:58:07Z,2017-09-02T13:36:17Z,2017-09-05T07:24:13Z,53,TRUE,TRUE,TRUE,TRUE,TRUE,18,,13,87,7,11,6,Apache-2.0,,,Korea
57167157,OpenCR,ROBOTIS-GIT,OpenCR,ROBOTIS-GIT/OpenCR,2016-04-26T22:48:46Z,2017-09-07T09:30:29Z,2017-07-25T01:45:12Z,52,TRUE,TRUE,TRUE,TRUE,FALSE,18,,4,383,3,16,11,GPL-3.0,,,Korea
14659998,geonames,ipalaus,geonames,ipalaus/geonames,2013-11-24T11:24:54Z,2017-06-18T00:53:46Z,2017-09-08T10:41:21Z,52,TRUE,TRUE,TRUE,TRUE,FALSE,28,,17,98,1,13,5,MIT,,,Korea
15205558,node-xpush,xpush,node-xpush,xpush/node-xpush,2013-12-15T15:15:20Z,2017-08-15T16:57:58Z,2017-09-06T12:52:04Z,52,TRUE,TRUE,TRUE,TRUE,FALSE,15,,1,565,3,1,4,MIT,,,Korea
97455922,ownphotos-frontend,hooram,ownphotos-frontend,hooram/ownphotos-frontend,2017-07-17T08:57:21Z,2017-09-10T21:25:03Z,2017-09-04T07:13:02Z,52,TRUE,TRUE,TRUE,TRUE,FALSE,2,,4,84,2,0,1,MIT,,,Korea
37639531,docker_cli_dashboard,goody80,docker_cli_dashboard,goody80/docker_cli_dashboard,2015-06-18T05:36:15Z,2017-08-20T12:20:50Z,2017-07-07T06:20:29Z,51,TRUE,TRUE,TRUE,TRUE,TRUE,8,,0,96,2,0,2,GPL-2.0,,,Korea
75027219,neural_tokenizer,Kyubyong,neural_tokenizer,Kyubyong/neural_tokenizer,2016-11-29T00:38:49Z,2017-08-28T01:35:17Z,2017-06-27T04:48:52Z,51,TRUE,TRUE,TRUE,TRUE,FALSE,5,,0,13,1,0,2,MIT,,,Korea
68225744,kino-bot,DongjunLee,kino-bot,DongjunLee/kino-bot,2016-09-14T16:59:34Z,2017-09-06T20:34:48Z,2017-09-03T15:05:32Z,51,TRUE,TRUE,TRUE,TRUE,FALSE,5,,0,387,13,8,2,GPL-3.0,,,Korea
76672254,coding-night-live,dduk-ddak,coding-night-live,dduk-ddak/coding-night-live,2016-12-16T17:24:13Z,2017-09-02T13:48:38Z,2017-08-26T15:08:00Z,51,TRUE,TRUE,TRUE,TRUE,FALSE,8,,18,674,2,5,6,MIT,,,Korea
77439656,bytenet_translation,Kyubyong,bytenet_translation,Kyubyong/bytenet_translation,2016-12-27T08:36:25Z,2017-07-25T03:14:15Z,2017-05-30T01:27:01Z,50,TRUE,TRUE,TRUE,TRUE,FALSE,10,,2,7,1,0,1,MIT,,,Korea
52967303,JNaturalKorean,trilliwon,JNaturalKorean,trilliwon/JNaturalKorean,2016-03-02T14:05:29Z,2017-08-27T11:00:21Z,2017-05-24T11:10:26Z,50,TRUE,TRUE,TRUE,TRUE,FALSE,4,,0,20,1,4,1,MIT,,,Korea
